Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,Phone_Number
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,+911234567890
119,2023-03-13,CUST119,Female,60,Clothing,3,50,150,+911234567890
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,+911234567890
121,2023-10-15,CUST121,Female,28,Electronics,4,50,200,+911234567890
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,+911234567890
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,+911234567890
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000,+911234567890
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,+911234567890
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90,+911234567890
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,+911234567890
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,+911234567890
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,+911234567890
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,+911234567890
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,+911234567890
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,+911234567890
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,+911234567890
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,+911234567890
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,+911234567890
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,+911234567890
137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000,+911234567890
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,+911234567890
139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000,+911234567890
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,+911234567890
141,2023-11-02,CUST141,Female,22,Electronics,1,50,50,+911234567890
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,+911234567890
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,+911234567890
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,+911234567890
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75,+911234567890
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,+911234567890
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,+911234567890
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,+911234567890
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75,+911234567890
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,+911234567890
151,2023-12-15,CUST151,Male,29,Clothing,1,50,50,+911234567890
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,+911234567890
153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000,+911234567890
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,+911234567890
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,+911234567890
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100,+911234567890
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,+911234567890
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,+911234567890
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,+911234567890
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,+911234567890
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,+911234567890
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,+911234567890
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,+911234567890
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,+911234567890
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,+911234567890
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,+911234567890
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,+911234567890
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300,+911234567890
169,2023-11-17,CUST169,Male,18,Beauty,3,500,1500,+911234567890
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,+911234567890
171,2023-11-24,CUST171,Female,52,Clothing,3,300,900,+911234567890
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50,+911234567890
173,2023-11-08,CUST173,Male,64,Electronics,4,30,120,+911234567890
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300,+911234567890
175,2023-03-20,CUST175,Female,31,Electronics,4,25,100,+911234567890
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,+911234567890
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100,+911234567890
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60,+911234567890
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,+911234567890
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900,+911234567890
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,+911234567890
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,+911234567890
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,+911234567890
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,+911234567890
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,+911234567890
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,+911234567890
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,+911234567890
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,+911234567890
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,+911234567890
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,+911234567890
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,+911234567890
192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,+911234567890
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,+911234567890
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,+911234567890
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,+911234567890
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,+911234567890
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,+911234567890
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,+911234567890
199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,+911234567890
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,+911234567890
201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,+911234567890
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,+911234567890
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,+911234567890
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,+911234567890
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,+911234567890
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,+911234567890
207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,+911234567890
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,+911234567890
209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,+911234567890
210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,+911234567890
211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,+911234567890
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,+911234567890
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,+911234567890
214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,+911234567890
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,+911234567890
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,+911234567890
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,+911234567890
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,+911234567890
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,+911234567890
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,+911234567890
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,+911234567890
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,+911234567890
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,+911234567890
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,+911234567890
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,+911234567890
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,+911234567890
227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,+911234567890
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,+911234567890
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,+911234567890
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,+911234567890
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,+911234567890
232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,+911234567890
233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,+911234567890
234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,+911234567890
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,+911234567890
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,+911234567890
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,+911234567890
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,+911234567890
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,+911234567890
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,+911234567890
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,+911234567890
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,+911234567890
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,+911234567890
244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,+911234567890
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,+911234567890
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,+911234567890
247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,+911234567890
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,+911234567890
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,+911234567890
250,2023-10-23,CUST250,Male,48,Electronics,1,50,50,+911234567890
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,+911234567890
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,+911234567890
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,+911234567890
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,+911234567890
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,+911234567890
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,+911234567890
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,+911234567890
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,+911234567890
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,+911234567890
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,+911234567890
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,+911234567890
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,+911234567890
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,+911234567890
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,+911234567890
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,+911234567890
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,+911234567890
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,+911234567890
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,+911234567890
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,+911234567890
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,+911234567890
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,+911234567890
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,+911234567890
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,+911234567890
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,+911234567890
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,+911234567890
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,+911234567890
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,+911234567890
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,+911234567890
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,+911234567890
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,+911234567890
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,+911234567890
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,+911234567890
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,+911234567890
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,+911234567890
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,+911234567890
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,+911234567890
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,+911234567890
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,+911234567890
289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,+911234567890
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,+911234567890
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,+911234567890
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,+911234567890
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,+911234567890
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,+911234567890
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,+911234567890
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,+911234567890
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,+911234567890
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,+911234567890
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,+911234567890
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,+911234567890
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,+911234567890
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,+911234567890
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,+911234567890
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,+911234567890
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,+911234567890
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,+911234567890
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,+911234567890
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,+911234567890
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,+911234567890
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,+911234567890
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,+911234567890
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,+911234567890
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,+911234567890
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,+911234567890
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,+911234567890
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,+911234567890
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,+911234567890
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,+911234567890
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,+911234567890
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,+911234567890
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,+911234567890
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,+911234567890
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,+911234567890
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,+911234567890
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,+911234567890
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,+911234567890
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,+911234567890
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,+911234567890
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,+911234567890
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,+911234567890
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,+911234567890
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,+911234567890
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,+911234567890
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,+911234567890
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,+911234567890
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,+911234567890
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,+911234567890
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,+911234567890
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,+911234567890
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,+911234567890
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,+911234567890
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,+911234567890
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,+911234567890
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,+911234567890
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,+911234567890
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,+911234567890
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,+911234567890
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,+911234567890
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,+911234567890
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,+911234567890
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,+911234567890
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,+911234567890
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,+911234567890
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,+911234567890
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,+911234567890
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,+911234567890
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,+911234567890
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,+911234567890
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,+911234567890
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,+911234567890
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,+911234567890
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,+911234567890
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,+911234567890
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,+911234567890
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,+911234567890
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,+911234567890
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,+911234567890
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,+911234567890
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,+911234567890
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,+911234567890
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,+911234567890
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,+911234567890
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,+911234567890
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,+911234567890
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,+911234567890
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,+911234567890
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,+911234567890
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,+911234567890
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,+911234567890
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,+911234567890
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,+911234567890
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,+911234567890
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,+911234567890
